Exceed,2,3,4,5,6,7,8
1,4.02,4.12,4.35,4.40,4.59,4.63,4.73
2,4.08,4.28,4.61,4.71,5.00,5.09,5.35
3,4.17,4.43,4.81,4.97,5.26,5.40,5.81
4,4.29,4.58,5.02,5.23,5.52,5.66,6.12
5,4.42,4.71,5.20,5.43,5.72,5.92,6.43
6,4.57,4.84,5.35,5.64,5.93,6.18,6.69
7,4.71,4.96,5.45,5.79,6.13,6.38,6.95
8,4.85,5.08,5.56,5.90,6.29,6.64,7.36
9,4.98,5.21,5.66,6.00,6.44,6.95,7.77
10,5.11,5.32,5.76,6.16,6.65,7.36,8.24
11,5.25,5.44,5.87,6.31,6.91,7.83,8.75
12,5.38,5.58,5.97,6.46,7.17,8.29,9.32
13,5.51,5.72,6.06,6.57,7.47,8.75,9.89
14,5.62,5.87,6.16,6.67,7.84,9.22,10.45
15,5.72,6.02,6.25,6.83,8.20,9.68,11.02
16,5.81,6.19,6.40,7.03,8.57,10.14,11.59
17,5.90,6.36,6.56,7.29,8.95,10.61,12.16
18,5.99,6.55,6.76,7.60,9.33,11.07,12.72
19,6.09,6.73,6.97,7.91,9.71,11.54,13.29
20,6.21,6.92,7.18,8.22,10.09,11.95,13.86
21,6.33,7.10,7.39,8.53,10.47,12.36,14.42
22,6.46,7.29,7.61,8.84,10.86,12.77,14.99
23,6.60,7.47,7.83,9.09,11.24,13.24,15.56
24,6.73,7.65,8.04,9.35,11.62,13.70,16.12
25,6.87,7.81,8.26,9.61,12.00,14.17,16.69
26,7.00,7.97,8.47,9.87,12.38,14.58,17.21
27,7.13,8.12,8.70,10.13,12.76,14.99,17.72
28,7.27,8.28,8.93,10.40,13.15,15.40,18.29
29,7.40,8.44,9.16,10.68,13.53,15.87,18.86
30,7.54,8.62,9.37,10.96,13.91,16.33,19.42
31,7.67,8.79,9.60,11.24,14.29,16.79,19.99
32,7.80,8.97,9.83,11.53,14.67,17.26,20.56
33,7.94,9.14,10.04,11.82,15.04,17.72,21.13
34,8.06,9.32,10.27,12.10,15.41,18.19,21.68
35,8.19,9.50,10.49,12.39,15.78,18.65,22.24
36,8.31,9.67,10.70,12.67,16.15,19.11,22.79
37,8.43,9.85,10.93,12.95,16.51,19.58,23.33
38,8.56,10.02,11.16,13.23,16.86,20.04,23.87
39,8.67,10.20,11.37,13.51,17.20,20.51,24.40
40,8.78,10.37,11.59,13.78,17.53,20.97,24.93
41,8.90,10.55,11.80,14.06,17.86,21.43,25.46
42,9.01,10.72,12.02,14.34,18.19,21.90,25.97
43,9.12,10.90,12.23,14.62,18.51,22.36,26.49
44,9.23,11.07,12.43,14.90,18.82,22.83,27.00
45,9.32,11.25,12.63,15.18,19.11,23.24,27.52
46,9.40,11.41,12.83,15.45,19.40,23.65,28.03
47,9.49,11.57,13.01,15.72,19.68,24.06,28.55
48,9.57,11.71,13.20,15.98,19.95,24.48,29.01
49,9.65,11.85,13.37,16.23,20.21,24.89,29.42
50,9.73,11.97,13.55,16.47,20.45,25.25,29.79
51,9.82,12.08,13.71,16.69,20.69,25.61,30.15
52,9.90,12.19,13.88,16.90,20.93,25.92,30.51
53,9.98,12.29,14.03,17.10,21.17,26.18,30.82
54,10.06,12.39,14.19,17.31,21.40,26.38,31.07
55,10.14,12.50,14.33,17.52,21.64,26.54,31.33
56,10.23,12.60,14.48,17.72,21.88,26.69,31.54
57,10.31,12.70,14.61,17.93,22.10,26.85,31.74
58,10.39,12.80,14.74,18.08,22.32,27.00,31.95
59,10.47,12.91,14.87,18.24,22.53,27.16,32.16
60,10.56,13.00,14.99,18.39,22.72,27.31,32.36
61,10.64,13.09,15.10,18.50,22.91,27.47,32.57
62,10.72,13.19,15.22,18.60,23.08,27.62,32.78
63,10.80,13.28,15.33,18.70,23.25,27.78,32.98
64,10.89,13.37,15.43,18.81,23.40,27.93,33.19
65,10.97,13.46,15.54,18.91,23.55,28.08,33.39
66,11.05,13.56,15.63,19.02,23.68,28.24,33.60
67,11.12,13.65,15.72,19.15,23.81,28.39,33.81
68,11.20,13.74,15.82,19.28,23.92,28.55,34.01
69,11.27,13.84,15.91,19.42,24.02,28.70,34.22
70,11.33,13.93,16.00,19.58,24.13,28.86,34.43
71,15.87,17.74,19.61,21.64,25.93,30.15,35.46
72,19.78,21.56,23.22,24.22,27.73,31.69,36.49
73,23.08,24.75,26.31,26.80,29.54,33.24,37.26
74,25.35,27.13,28.63,29.37,31.34,34.53,38.03
75,26.59,28.36,30.18,30.92,32.89,35.56,38.55
76,27.83,29.39,30.95,31.95,34.18,36.33,39.06
77,28.86,30.32,31.62,32.72,35.21,36.85,39.48
78,29.79,31.20,32.24,33.50,35.98,37.31,39.89
79,30.51,32.07,32.81,34.01,36.50,37.78,40.30
80,31.13,32.95,33.32,34.43,36.91,38.19,40.71
81,31.69,33.41,33.79,34.84,37.32,38.60,41.13
82,32.21,33.87,34.24,35.25,37.73,39.01,41.54
83,32.67,34.31,34.68,35.66,38.15,39.43,41.95
84,33.08,34.74,35.12,36.07,38.56,39.84,42.36
85,33.50,35.17,35.54,36.49,38.97,40.25,42.78
86,33.91,35.58,35.95,36.90,39.38,40.66,43.19
87,34.32,35.99,36.37,37.31,39.80,41.07,43.60
88,34.73,36.40,36.80,37.72,40.21,41.49,44.01
89,35.15,36.82,37.23,38.14,40.62,41.90,44.43
90,35.56,37.23,37.65,38.55,41.03,42.31,44.84
91,35.97,37.64,38.06,38.96,41.45,42.72,45.25
92,36.38,38.05,38.47,39.37,41.86,43.14,45.66
93,36.80,38.47,38.86,39.79,42.27,43.55,46.08
94,37.21,38.88,39.23,40.20,42.68,43.96,46.49
95,37.62,39.29,39.60,40.61,43.10,44.37,46.90
96,38.02,39.65,39.97,41.02,43.51,44.79,47.31
97,38.43,40.01,40.34,41.44,43.92,45.20,47.72
98,38.83,40.37,40.71,41.85,44.33,45.61,48.14
99,39.23,40.73,41.09,42.26,44.75,46.02,48.55
100,39.63,41.10,41.46,42.67,45.16,46.44,48.96
101,39.99,41.46,41.83,43.02,45.54,46.84,49.36
102,40.35,41.82,42.20,43.37,45.92,47.24,49.77
103,40.71,42.18,42.57,43.72,46.30,47.64,50.17
104,41.07,42.54,42.94,44.08,46.68,48.04,50.57
105,41.44,42.90,43.31,44.43,47.07,48.45,50.97
106,41.80,43.26,43.68,44.78,47.45,48.85,51.37
107,42.16,43.62,44.05,45.13,47.83,49.25,51.78
108,42.52,43.98,44.43,45.48,48.21,49.65,52.18
109,42.88,44.34,44.80,45.83,48.59,50.05,52.58
110,43.24,44.70,45.17,46.18,48.97,50.46,52.98
111,43.59,45.06,45.54,46.53,49.35,50.86,53.39
112,43.94,45.43,45.91,46.88,49.74,51.26,53.79
113,44.29,45.79,46.28,47.23,50.12,51.66,54.19
114,44.64,46.15,46.65,47.58,50.50,52.07,54.59
115,44.99,46.51,47.02,47.93,50.88,52.47,54.99
116,45.34,46.87,47.40,48.28,51.26,52.87,55.40
117,45.69,47.23,47.77,48.63,51.64,53.27,55.80
118,46.04,47.59,48.14,48.98,52.02,53.67,56.20
119,46.39,47.95,48.51,49.33,52.41,54.08,56.60
120,46.75,48.31,48.88,49.68,52.79,54.48,57.00
121,47.10,48.67,49.25,50.03,53.17,54.88,57.41
