Exceed,302,303,304,305,306,307,308
1,4.40,4.60,4.90,5.20,6.00,6.40,6.60
2,4.60,4.80,5.20,5.90,6.90,7.40,7.70
3,5.00,5.30,5.90,6.60,8.00,8.50,8.90
4,5.40,5.80,6.50,7.30,8.90,9.40,10.00
5,5.70,6.30,7.10,8.00,9.80,10.40,11.10
6,6.10,6.80,7.70,8.70,10.70,11.30,12.10
7,6.50,7.30,8.30,9.40,11.50,12.40,13.30
8,6.90,7.80,8.90,10.10,12.40,13.40,14.40
9,7.30,8.30,9.50,10.80,13.30,14.40,15.50
10,7.70,8.80,10.10,11.40,14.10,15.40,16.70
11,8.10,9.30,10.70,12.10,15.10,16.50,17.80
12,8.50,9.80,11.30,12.80,16.00,17.50,19.00
13,8.90,10.30,11.90,13.50,16.90,18.50,20.10
14,9.30,10.80,12.50,14.20,17.80,19.50,21.30
15,9.70,11.30,13.10,15.00,18.70,20.50,22.40
16,10.10,11.80,13.80,15.70,19.60,21.50,23.50
17,10.50,12.20,14.40,16.50,20.50,22.50,24.60
18,10.90,12.70,15.10,17.20,21.50,23.60,25.70
19,11.30,13.20,15.70,17.90,22.40,24.60,26.80
20,11.70,13.70,16.30,18.60,23.30,25.60,27.80
21,12.10,14.20,16.90,19.30,24.10,26.50,28.80
22,12.50,14.70,17.50,20.00,24.90,27.40,29.90
23,12.90,15.20,18.10,20.80,25.80,28.40,30.90
24,13.30,15.70,18.70,21.50,26.70,29.40,32.00
25,13.80,16.20,19.30,22.20,27.70,30.40,33.10
26,14.20,16.70,19.90,22.90,28.60,31.40,34.20
27,14.60,17.20,20.60,23.60,29.60,32.50,35.40
28,15.00,17.60,21.20,24.30,30.50,33.50,36.50
29,15.40,18.10,21.80,25.00,31.40,34.50,37.60
30,15.80,18.60,22.40,25.70,32.40,35.50,38.70
31,16.20,19.10,23.00,26.40,33.30,36.50,39.70
32,16.60,19.60,23.70,27.10,34.30,37.50,40.80
33,17.00,20.10,24.30,27.80,35.10,38.40,41.90
34,17.40,20.60,24.90,28.50,35.90,39.30,42.90
35,17.80,21.10,25.50,29.20,36.80,40.20,43.90
36,18.20,21.60,26.10,29.90,37.60,41.10,44.90
37,18.60,22.10,26.70,30.60,38.50,42.00,45.80
38,19.00,22.60,27.20,31.30,39.30,42.90,46.80
39,19.40,23.00,27.80,32.00,40.10,43.80,47.80
40,19.80,23.50,28.40,32.70,41.00,44.70,48.80
41,20.20,24.00,29.00,33.40,41.80,45.60,49.90
42,20.60,24.50,29.60,34.10,42.80,46.70,51.10
43,21.00,25.00,30.20,34.80,43.70,47.70,52.20
44,21.40,25.50,30.80,35.50,44.60,48.60,53.30
45,21.80,26.00,31.40,36.30,45.50,49.60,54.40
46,22.20,26.50,32.00,37.00,46.30,50.60,55.50
47,22.60,27.00,32.60,37.70,47.30,51.70,56.60
48,23.00,27.50,33.20,38.40,48.10,52.60,57.70
