Exceed,202,203,204,205,206,207,208,224,225,226
Letter,6.20,6.50,6.70,7.00,7.30,7.60,7.80,11.10,11.10,15.50
1,6.40,6.70,7.20,7.80,8.30,8.80,9.10,13.20,13.20,24.20
2,6.60,7.20,8.00,8.80,9.60,10.20,10.50,14.60,14.60,25.60
3,7.10,7.70,8.90,10.00,11.00,11.60,12.00,16.10,16.10,27.10
4,7.60,8.20,9.90,11.20,12.30,13.10,13.60,17.60,17.60,28.60
5,8.20,8.90,10.80,12.50,13.80,14.60,15.30,19.30,19.30,30.30
6,8.90,9.70,11.60,13.60,15.30,16.20,17.10,20.90,20.90,31.90
7,9.40,10.50,12.60,14.80,16.90,18.00,18.90,22.40,22.40,33.40
8,9.90,11.30,13.60,16.10,18.60,19.80,20.70,24.00,24.00,35.00
9,10.40,12.00,14.60,17.30,20.40,21.60,22.50,25.80,25.80,36.80
10,10.90,12.70,15.60,18.50,22.10,23.40,24.30,27.60,27.60,38.60
11,11.40,13.40,16.50,19.50,23.80,25.10,26.00,29.20,29.20,40.20
12,12.10,14.10,17.30,20.70,25.30,26.60,27.50,30.50,30.50,41.50
13,12.90,14.90,18.10,22.00,26.60,27.90,29.00,32.00,32.00,43.00
14,13.50,15.50,19.10,23.20,27.90,29.20,30.30,33.30,33.30,44.30
15,14.00,16.00,20.00,24.30,29.40,30.70,31.80,34.80,34.80,45.80
16,14.40,16.70,21.00,25.30,30.90,32.30,33.40,36.40,36.40,47.40
17,14.90,17.40,22.00,26.30,32.40,34.10,35.20,38.20,38.20,49.20
18,15.40,17.90,22.80,27.30,34.00,35.90,37.00,40.00,40.00,51.00
19,15.90,18.40,23.50,28.40,35.40,37.50,38.60,41.60,41.60,52.60
20,16.50,19.10,24.30,29.40,36.90,39.00,40.10,42.90,42.90,53.90
21,17.00,19.90,25.20,30.40,38.40,40.60,41.70,44.20,44.20,55.20
22,17.50,20.60,26.00,31.40,40.00,42.20,43.40,45.70,45.70,56.70
23,18.00,21.20,26.80,32.40,41.40,43.70,45.00,47.30,47.30,58.30
24,18.50,21.90,27.60,33.40,42.70,45.30,46.60,48.90,48.90,59.90
25,19.00,22.50,28.30,34.60,44.00,46.80,48.20,50.50,50.50,61.50
26,19.60,23.10,29.20,35.80,45.30,48.30,49.70,52.00,52.00,63.00
27,20.30,23.80,30.00,36.90,46.60,49.70,51.20,53.50,53.50,64.50
28,21.00,24.50,30.90,37.90,47.90,51.00,52.80,55.10,55.10,66.10
29,21.50,25.10,31.70,38.90,49.20,52.30,54.30,56.60,56.60,67.60
30,22.00,25.80,32.70,40.00,50.70,53.80,55.80,57.80,57.80,68.80
31,22.50,26.50,33.70,41.00,52.10,55.30,57.30,59.10,59.10,70.10
32,23.00,27.10,34.70,42.00,53.40,56.90,58.90,60.40,60.40,71.40
33,23.50,27.60,35.50,43.00,54.90,58.50,60.50,62.00,62.00,73.00
34,24.00,28.30,36.20,44.10,56.20,60.10,62.10,63.40,63.40,74.40
35,24.50,29.10,37.00,45.10,57.70,61.70,63.70,64.70,64.70,75.70
36,25.00,29.80,37.80,46.10,59.10,63.20,65.30,66.10,66.10,77.10
37,25.50,30.40,38.60,47.20,60.40,64.80,66.90,67.40,67.40,78.40
38,26.00,30.90,39.60,48.20,61.70,66.40,68.50,68.80,68.80,79.80
39,26.70,31.60,40.40,49.20,63.20,67.90,70.00,70.30,70.30,81.30
40,27.50,32.40,41.20,50.30,64.70,69.50,71.60,71.90,71.90,82.90
41,28.20,33.10,41.90,51.30,66.10,71.00,73.10,73.40,73.40,84.40
42,28.80,33.80,42.60,52.30,67.40,72.50,74.60,74.90,74.90,85.90
43,29.30,34.50,43.40,53.30,68.70,73.90,76.00,76.30,76.30,87.30
44,29.80,35.00,44.20,54.10,70.00,75.40,77.50,77.80,77.80,88.80
45,30.30,35.70,44.90,54.80,71.30,76.80,78.90,79.20,79.20,90.20
46,30.80,36.30,45.80,55.70,72.80,78.30,80.40,80.70,80.70,91.70
47,31.30,37.00,46.60,56.50,74.20,79.90,82.00,82.30,82.30,93.30
48,32.00,37.80,47.40,57.30,75.50,81.50,83.60,83.90,83.90,94.90
49,32.60,38.50,48.20,58.30,76.80,83.00,85.10,85.40,85.40,96.40
50,33.10,39.10,49.00,59.30,78.10,84.30,86.40,86.70,86.70,97.70
51,33.60,39.60,49.80,60.30,79.40,85.80,87.90,88.20,88.20,99.20
52,34.10,40.30,50.50,61.30,80.70,87.20,89.30,89.60,89.60,100.60
53,34.80,41.10,51.30,62.40,82.00,88.50,90.60,90.90,90.90,101.90
54,35.30,41.90,52.10,63.40,83.30,89.80,91.90,92.20,92.20,103.20
55,35.90,42.50,52.80,64.40,84.60,91.30,93.40,93.70,93.70,104.70
56,36.40,43.00,53.60,65.50,85.90,92.90,95.00,95.30,95.30,106.30
57,36.90,43.70,54.60,66.50,87.20,94.40,96.50,96.80,96.80,107.80
58,37.40,44.20,55.40,67.50,88.50,95.70,98.00,98.30,98.30,109.30
59,37.90,44.70,56.20,68.60,90.00,97.20,99.50,99.80,99.80,110.80
60,38.40,45.30,57.20,69.60,91.30,98.80,101.10,101.40,101.40,112.40
61,39.10,46.00,58.00,70.60,92.60,100.40,102.70,103.00,103.00,114.00
62,39.90,46.80,58.80,71.70,94.00,102.00,104.40,104.70,104.70,115.70
63,40.60,47.50,59.50,72.70,95.30,103.80,106.20,106.50,106.50,117.50
64,41.20,48.20,60.20,73.70,96.60,105.40,108.00,108.30,108.30,119.30
65,41.70,48.90,61.00,74.80,98.10,106.90,109.80,110.10,110.10,121.10
66,42.20,49.50,62.00,76.00,99.70,108.50,111.60,111.90,111.90,122.90
67,42.70,50.20,62.80,77.30,101.20,110.00,113.20,113.50,113.50,124.50
68,43.20,50.90,63.80,78.60,102.50,111.50,114.80,115.10,115.10,126.10
69,43.70,51.60,64.80,79.90,104.00,113.00,116.30,116.60,116.60,127.60
70,44.20,52.30,65.60,81.20,105.70,114.70,118.00,118.30,118.30,129.30
71,44.90,53.10,66.40,82.50,107.20,116.20,119.50,119.80,119.80,130.80
72,45.50,53.90,67.40,83.80,108.80,117.80,121.10,121.40,121.40,132.40
73,46.00,54.60,68.40,85.10,110.30,119.30,122.80,123.10,123.10,134.10
