Exceed,2,3,4,5,6,7,8
1,3.02,3.12,3.35,3.40,3.59,3.63,3.73
2,3.08,3.28,3.61,3.71,4.00,4.09,4.35
3,3.17,3.43,3.81,3.97,4.26,4.40,4.81
4,3.29,3.58,4.02,4.23,4.52,4.66,5.12
5,3.42,3.71,4.20,4.43,4.72,4.92,5.43
6,3.57,3.84,4.35,4.64,4.93,5.18,5.69
7,3.71,3.96,4.45,4.79,5.13,5.38,5.95
8,3.85,4.08,4.56,4.90,5.29,5.64,6.36
9,3.98,4.21,4.66,5.00,5.44,5.95,6.77
10,4.11,4.32,4.76,5.16,5.65,6.36,7.24
11,4.25,4.44,4.87,5.31,5.91,6.83,7.75
12,4.38,4.58,4.97,5.46,6.17,7.29,8.32
13,4.51,4.72,5.06,5.57,6.47,7.75,8.89
14,4.62,4.87,5.16,5.67,6.84,8.22,9.45
15,4.72,5.02,5.25,5.83,7.20,8.68,10.02
16,4.81,5.19,5.40,6.03,7.57,9.14,10.59
17,4.90,5.36,5.56,6.29,7.95,9.61,11.16
18,4.99,5.55,5.76,6.60,8.33,10.07,11.72
19,5.09,5.73,5.97,6.91,8.71,10.54,12.29
20,5.21,5.92,6.18,7.22,9.09,10.95,12.86
21,5.33,6.10,6.39,7.53,9.47,11.36,13.42
22,5.46,6.29,6.61,7.84,9.86,11.77,13.99
23,5.60,6.47,6.83,8.09,10.24,12.24,14.56
24,5.73,6.65,7.04,8.35,10.62,12.70,15.12
25,5.87,6.81,7.26,8.61,11.00,13.17,15.69
26,6.00,6.97,7.47,8.87,11.38,13.58,16.21
27,6.13,7.12,7.70,9.13,11.76,13.99,16.72
28,6.27,7.28,7.93,9.40,12.15,14.40,17.29
29,6.40,7.44,8.16,9.68,12.53,14.87,17.86
30,6.54,7.62,8.37,9.96,12.91,15.33,18.42
31,6.67,7.79,8.60,10.24,13.29,15.79,18.99
32,6.80,7.97,8.83,10.53,13.67,16.26,19.56
33,6.94,8.14,9.04,10.82,14.04,16.72,20.13
34,7.06,8.32,9.27,11.10,14.41,17.19,20.68
35,7.19,8.50,9.49,11.39,14.78,17.65,21.24
36,7.31,8.67,9.70,11.67,15.15,18.11,21.79
