Exceed,102,103,104,105,106,107,108,124,125,126
Letter,12.00,13.00,13.75,14.00,14.25,14.50,15.00,15.25,15.25,21.25
1,14.25,16.00,19.00,20.25,21.50,22.25,22.75,24.25,24.25,35.25
2,15.25,17.00,21.25,22.50,23.75,24.75,25.25,26.75,26.75,37.75
3,16.25,18.00,23.50,25.00,26.25,27.25,28.00,29.50,29.50,40.50
4,17.25,19.25,25.50,27.25,28.75,29.75,30.50,32.00,32.00,43.00
5,18.25,20.25,27.75,29.75,31.25,32.25,33.00,34.50,34.50,45.50
6,19.00,21.50,30.00,32.00,33.75,34.75,35.50,36.75,36.75,47.75
7,19.75,22.50,32.00,34.25,36.25,37.25,38.00,39.00,39.00,50.00
8,20.50,23.50,34.00,36.50,38.75,39.75,40.50,41.25,41.25,52.25
9,21.25,24.50,36.25,38.75,41.00,42.25,43.00,43.75,43.75,54.75
10,22.00,25.50,38.50,41.00,43.50,44.75,45.25,46.00,46.00,57.00
11,22.75,26.75,40.50,43.25,45.75,47.25,47.75,48.25,48.25,59.25
12,23.75,27.75,42.50,45.25,48.00,49.50,50.25,50.75,50.75,61.75
13,24.50,29.00,44.50,47.50,50.25,51.75,52.75,53.25,53.25,64.25
14,25.25,30.00,46.50,49.50,52.25,53.75,55.00,55.50,55.50,66.50
15,26.00,31.00,48.25,51.25,54.25,55.75,57.25,57.50,57.50,68.50
16,26.75,32.00,49.75,53.00,56.00,57.50,59.25,59.50,59.50,70.50
17,27.50,33.00,51.25,54.75,57.50,59.25,61.00,61.25,61.25,72.25
18,28.25,33.75,52.75,56.25,59.00,60.75,62.75,63.00,63.00,74.00
19,29.00,34.50,54.25,57.75,60.50,62.25,64.50,64.75,64.75,75.75
20,29.75,35.25,55.75,59.25,62.00,63.75,66.25,66.50,66.50,77.50
21,30.50,36.00,57.25,60.75,63.50,65.50,68.00,68.25,68.25,79.25
22,31.25,36.75,58.75,62.25,65.00,67.00,69.50,69.75,69.75,80.75
23,32.00,37.50,60.25,63.75,66.50,68.50,71.00,71.25,71.25,82.25
24,32.75,38.50,61.75,65.25,68.00,69.75,72.50,72.75,72.75,83.75
25,33.50,39.50,63.25,67.00,69.75,71.25,73.75,74.00,74.00,85.00
26,34.50,40.25,64.75,68.75,71.50,72.75,75.25,75.50,75.50,86.50
27,35.25,41.00,66.50,70.50,73.00,74.25,76.75,77.00,77.00,88.00
28,36.00,41.75,68.25,72.25,74.75,75.75,78.50,78.75,78.75,89.75
29,36.75,42.50,69.75,73.75,76.25,77.25,80.25,80.50,80.50,91.50
30,37.50,43.25,71.25,75.50,77.75,79.00,82.00,82.25,82.25,93.25
31,38.50,44.25,73.00,77.25,79.25,80.75,83.75,84.00,84.00,95.00
32,39.25,45.25,74.75,79.00,81.00,82.75,85.75,86.00,86.00,97.00
33,40.25,46.25,76.50,80.75,82.75,84.50,87.50,87.75,87.75,98.75
34,41.00,47.25,78.00,82.50,84.50,86.25,89.50,89.75,89.75,100.75
35,41.75,48.25,79.75,84.50,86.50,88.25,91.50,91.75,91.75,102.75
36,42.50,49.00,81.25,86.25,88.25,90.00,93.25,93.50,93.50,104.50
37,43.25,49.75,82.75,88.00,90.00,92.00,95.25,95.50,95.50,106.50
38,44.00,50.50,84.25,89.75,91.75,93.75,97.25,97.50,97.50,108.50
39,44.75,51.50,85.75,91.50,93.50,95.75,99.25,99.50,99.50,110.50
40,45.50,52.50,87.50,93.25,95.25,97.75,101.25,101.50,101.50,112.50
41,46.25,53.25,89.25,95.00,97.25,99.75,103.25,103.50,103.50,114.50
42,47.00,54.25,91.00,96.75,99.00,101.75,105.25,105.50,105.50,116.50
