WeightNotToExceed,2,3,4,5,6,7,8,res
1,3.39,3.5,3.74,3.82,4.02,4.07,4.18,1.15
2,3.46,3.67,4.05,4.16,4.48,4.58,4.87,1.15
3,3.57,3.84,4.28,4.46,4.78,4.94,5.39,1.15
4,3.69,4.01,4.5,4.73,5.06,5.23,5.74,1.15
5,3.85,4.16,4.71,4.96,5.3,5.52,6.09,1.15
6,3.96,4.27,4.82,5.13,5.48,5.75,6.32,1.15
7,4.12,4.39,4.94,5.31,5.69,5.98,6.6,1.15
8,4.27,4.53,5.06,5.44,5.88,6.26,7.06,1.15
9,4.42,4.67,5.18,5.57,6.04,6.6,7.52,1.15
10,4.56,4.79,5.29,5.73,6.28,7.07,8.04,1.15
11,4.71,4.92,5.4,5.89,6.56,7.58,8.61,1.15
12,4.86,5.08,5.51,6.05,6.85,8.09,9.24,1.15
13,5.01,5.24,5.62,6.18,7.18,8.6,9.86,1.15
14,5.12,5.41,5.72,6.32,7.58,9.11,10.48,1.15
15,5.25,5.58,5.82,6.47,7.98,9.62,11.1,1.15
16,5.32,5.73,5.96,6.65,8.35,10.1,11.69,1.15
17,5.4,5.92,6.14,6.93,8.77,10.59,12.3,1.15
18,5.5,6.11,6.35,7.27,9.19,11.08,12.92,1.15
19,5.62,6.32,6.58,7.61,9.61,11.57,13.55,1.15
20,5.75,6.53,6.81,7.96,10.03,12.06,14.18,1.15
21,5.88,6.73,7.04,8.3,10.45,12.54,14.8,1.15
22,6.02,6.93,7.28,8.62,10.87,13.02,15.42,1.15
23,6.16,7.13,7.52,8.92,11.29,13.5,16.04,1.15
24,6.31,7.32,7.76,9.21,11.71,14,16.66,1.15
25,6.46,7.51,8,9.49,12.13,14.5,17.28,1.15
26,6.61,7.69,8.24,9.78,12.55,14.96,17.88,1.15
27,6.76,7.86,8.48,10.07,12.97,15.42,18.48,1.15
28,6.91,8.04,8.73,10.37,13.39,15.88,19.09,1.15
29,7.06,8.22,8.98,10.68,13.81,16.39,19.7,1.15
30,7.21,8.41,9.23,10.99,14.23,16.9,20.31,1.15
31,7.36,8.59,9.48,11.3,14.64,17.41,20.93,1.15
32,7.5,8.78,9.73,11.61,15.05,17.92,21.55,1.15
33,7.64,8.97,9.98,11.92,15.46,18.44,22.17,1.15
34,7.78,9.17,10.23,12.23,15.87,18.95,22.79,1.15
35,7.92,9.37,10.47,12.54,16.28,19.46,23.41,1.15
36,8.06,9.56,10.71,12.85,16.68,19.97,24.01,1.15
37,8.2,9.75,10.95,13.16,17.06,20.48,24.61,1.15
38,8.33,9.94,11.19,13.47,17.44,20.99,25.21,1.15
39,8.46,10.14,11.43,13.78,17.82,21.5,25.79,1.15
40,8.58,10.34,11.67,14.09,18.2,22.01,26.37,1.15
41,8.7,10.54,11.91,14.4,18.58,22.52,26.95,1.15
42,8.82,10.73,12.15,14.71,18.94,23.03,27.53,1.15
43,8.95,10.92,12.38,15.02,19.3,23.53,28.11,1.15
44,9.08,11.11,12.6,15.33,19.64,24.03,28.69,1.15
45,9.17,11.3,12.82,15.64,19.98,24.53,29.27,1.15
46,9.26,11.48,13.03,15.94,20.28,24.98,29.81,1.15
47,9.35,11.65,13.24,16.22,20.58,25.43,30.35,1.15
48,9.44,11.81,13.44,16.5,20.87,25.88,30.85,1.15
49,9.53,11.96,13.64,16.78,21.15,26.3,31.31,1.15
50,9.62,12.09,13.83,17.04,21.43,26.72,31.73,1.15
51,9.71,12.21,14.01,17.28,21.69,27.12,32.13,1.15
52,9.8,12.33,14.19,17.52,21.95,27.46,32.53,1.15
53,9.89,12.44,14.36,17.75,22.21,27.76,32.87,1.15
54,9.98,12.55,14.53,17.97,22.47,28,33.17,1.15
55,10.07,12.66,14.69,18.19,22.73,28.2,33.43,1.15
56,10.16,12.78,14.85,18.41,22.99,28.36,33.66,1.15
57,10.25,12.9,15,18.62,23.25,28.52,33.89,1.15
58,10.34,13.01,15.14,18.82,23.49,28.68,34.12,1.15
59,10.43,13.12,15.28,19,23.71,28.84,34.35,1.15
60,10.53,13.23,15.42,19.14,23.93,29,34.58,1.15
61,10.62,13.33,15.55,19.27,24.13,29.17,34.81,1.15
62,10.71,13.43,15.67,19.4,24.31,29.34,35.04,1.15
63,10.8,13.53,15.79,19.53,24.47,29.51,35.27,1.15
64,10.89,13.63,15.9,19.66,24.63,29.68,35.5,1.15
65,10.98,13.73,16.01,19.79,24.79,29.85,35.73,1.15
66,11.07,13.83,16.12,19.92,24.95,30.02,35.96,1.15
67,11.16,13.93,16.23,20.05,25.11,30.19,36.19,1.15
68,11.24,14.03,16.34,20.18,25.26,30.36,36.42,1.15
69,11.32,14.13,16.45,20.31,25.41,30.53,36.65,1.15
70,11.4,14.23,16.56,20.44,25.56,30.7,36.88,1.15
71,16.49,18.56,20.67,22.89,27.66,32.34,38.26,1.15
72,20.83,22.8,24.67,25.76,29.67,34.05,39.4,1.15
73,24.5,26.35,28.1,28.62,31.64,35.78,40.26,1.15
74,27.03,28.98,30.68,31.47,33.53,37.21,41.02,1.15
75,28.4,30.35,32.38,33.19,35.31,38.35,41.68,1.15
76,29.77,31.48,33.23,34.28,36.79,39.21,42.25,1.15
77,30.96,32.52,33.98,35.19,37.96,39.78,42.72,1.15
78,31.96,33.49,34.67,35.96,38.81,40.3,43.18,1.15
79,32.78,34.46,35.31,36.58,39.4,40.82,43.64,1.15
80,33.44,35.43,35.87,37.08,39.86,41.28,44.1,1.15
