WeightNotToExceed,242,243,244,245,246,247,248,res
Letter,7.7,7.9,8.2,8.8,9.2,9.6,10.1,1.15
1,8,8.3,8.7,9.9,10.7,11.4,11.8,1.15
2,8.3,8.8,9.9,11.1,12.4,13.3,13.6,1.15
3,9,9.4,11,12.4,14.2,15.1,15.5,1.15
4,9.6,10.1,12.1,14.1,15.9,17,17.4,1.15
5,10.4,11.1,13.3,15.7,17.6,19,19.6,1.15
6,10.6,12.1,14.4,17.1,19.7,21,21.9,1.15
7,11.4,13,15.6,18.7,21.8,23.1,24.4,1.15
8,12.2,14,16.8,20.3,23.9,25.4,26.8,1.15
9,12.7,15,18,21.9,26.1,27.8,29.1,1.15
10,13.2,15.9,19.2,23.5,28.3,30.1,31.3,1.15
11,14,16.8,20.4,25,30.4,32.2,33.5,1.15
12,14.8,17.7,21.5,26.5,32.4,34.1,35.4,1.15
13,15.5,18.5,22.6,27.9,34.2,35.9,37.3,1.15
14,16.3,19.2,23.7,29.3,36,37.7,39.2,1.15
15,17.1,20,24.8,30.7,37.9,39.6,41.1,1.15
16,17.8,20.7,25.7,31.8,39.7,41.5,42.9,1.15
17,18.4,21.3,26.6,32.9,41.6,43.5,44.8,1.15
18,18.9,21.8,27.5,34,43.5,45.5,46.8,1.15
19,19.5,22.4,28.5,35.2,45.4,47.6,48.9,1.15
20,20.1,23.1,29.5,36.5,47.3,49.6,51.1,1.15
21,20.6,24,30.6,37.9,49.2,51.6,53.3,1.15
22,21.2,24.9,31.6,39.2,51,53.6,55.5,1.15
23,21.8,25.7,32.6,40.5,52.8,55.6,57.6,1.15
24,22.4,26.5,33.7,41.8,54.5,57.6,59.6,1.15
25,23,27.3,34.8,43.1,56.1,59.6,61.6,1.15
26,23.6,28.1,35.8,44.5,57.7,61.5,63.5,1.15
27,24.3,28.9,36.7,45.9,59.3,63.3,65.4,1.15
28,25,29.7,37.7,47.2,60.9,65.1,67.3,1.15
29,25.7,30.5,38.8,48.5,62.6,66.9,69.2,1.15
30,26.4,31.3,39.9,49.8,64.4,68.7,71.1,1.15
31,27.1,32,41,51.1,66.2,70.6,73.1,1.15
32,27.7,32.7,42.1,52.4,68,72.6,75.1,1.15
33,28.3,33.5,43.1,53.7,69.8,74.6,77.1,1.15
34,28.9,34.2,44.1,54.9,71.5,76.6,79.1,1.15
35,29.5,35,45.1,56.1,73.2,78.6,81.1,1.15
36,30.1,35.9,46,57.3,75,80.6,83.1,1.15
37,30.7,36.8,47,58.5,76.8,82.6,85.1,1.15
38,31.4,37.6,48,59.7,78.6,84.6,87.1,1.15
39,32.3,38.4,49,60.9,80.4,86.6,89.1,1.15
40,33.2,39.2,50,62.2,82.2,88.6,91.1,1.15
41,34,40.1,51,63.5,84,90.5,93.1,1.15
42,34.7,40.9,52,64.8,85.7,92.4,95,1.15
