WeightNotToExceed,71,72
1,35,35.75
2,38,40
3,41,44.25
4,43.75,48.5
5,46.5,52.75
6,49.25,56
7,52,58.75
8,54.75,61.5
9,57.5,64.25
10,60.25,67
11,63,69.5
12,65.75,72
13,68.5,74.25
14,71,76.5
15,73.5,78.75
16,76,81
17,78.5,83.25
18,81,85.5
19,83.25,87.75
20,85.5,90
21,87.5,92
22,89.5,94
23,91.5,96
24,93.5,98
25,95.5,100
26,97.5,102
27,99.5,104
28,101.5,106
29,103.5,108
30,105.5,110
31,107.25,112.25
32,109,114.5
33,110.75,116.75
34,112.5,119
35,114.25,121.25
36,116,123.5
37,117.75,125.75
38,119.5,128
39,121.25,130.25
40,123,132.25
41,124.75,134.25
42,126.5,136.25
43,128.25,138.25
44,130,140.25
45,131.75,142.25
46,133.5,144.25
47,135.25,146.25
48,137,148.25
49,138.75,150.25
50,140.5,152.25
51,140.5,152.25
52,144.25,156
53,144.25,156
54,148,159.75
55,148,159.75
56,151.75,163.25
57,151.75,163.25
58,155.5,166.75
59,155.5,166.75
60,159.25,170.25
61,159.25,170.25
62,163,173.5
63,163,173.5
64,166.75,176.75
65,166.75,176.75
66,170.25,180
67,170.25,180
68,173.75,183.25
69,173.75,183.25
70,177.25,186.5
71,177.25,186.5
72,180.5,189.75
73,180.5,189.75
74,183.75,193
75,183.75,193
76,187,196.25
77,187,196.25
78,190.25,199.5
79,190.25,199.5
80,193.5,202.75
81,193.5,202.75
82,196.75,206
83,196.75,206
84,200,209.25
85,200,209.25
86,203.25,212.5
87,203.25,212.5
88,206.5,215.75
89,206.5,215.75
90,209.75,219
91,209.75,219
92,213,222.25
93,213,222.25
94,216.25,225.5
95,216.25,225.5
96,219.5,228.5
97,219.5,228.5
98,222.75,231.5
99,222.75,231.5
100,226,234.5
101,226,234.5
102,226,234.5
103,226,234.5
104,226,234.5
105,235,245.5
106,235,245.5
107,235,245.5
108,235,245.5
109,235,245.5
110,244,256.5
111,244,256.5
112,244,256.5
113,244,256.5
114,244,256.5
115,253,267.5
116,253,267.5
117,253,267.5
118,253,267.5
119,253,267.5
120,262,278.5
121,262,278.5
122,262,278.5
123,262,278.5
124,262,278.5
125,271,289.5
126,271,289.5
127,271,289.5
128,271,289.5
129,271,289.5
130,280,300.5
131,280,300.5
132,280,300.5
133,280,300.5
134,280,300.5
135,289,311.5
136,289,311.5
137,289,311.5
138,289,311.5
139,289,311.5
140,298,322.5
141,298,322.5
142,298,322.5
143,298,322.5
144,298,322.5
145,307,333.5
146,307,333.5
147,307,333.5
148,307,333.5
149,307,333.5
150,316,344.5
151,318.61,347.3
152,320.72,349.6
153,322.83,351.9
154,324.94,354.2
155,327.05,356.5
156,329.16,358.8
157,331.27,361.1
158,333.38,363.4
159,335.49,365.7
160,337.6,368
161,339.71,370.3
162,341.82,372.6
163,343.93,374.9
164,346.04,377.2
165,348.15,379.5
166,350.26,381.8
167,352.37,384.1
168,354.48,386.4
169,356.59,388.7
170,358.7,391
171,360.81,393.3
172,362.92,395.6
173,365.03,397.9
174,367.14,400.2
175,367.14,400.2
176,367.14,400.2
177,367.14,400.2
178,367.14,400.2
179,367.14,400.2
180,367.14,400.2
181,367.14,400.2
182,367.14,400.2
183,367.14,400.2
184,367.14,400.2
185,367.14,400.2
186,367.14,400.2
187,367.14,400.2
188,367.14,400.2
189,367.14,400.2
190,367.14,400.9
191,368.63,403.01
192,370.56,405.12
193,372.49,407.23
194,374.42,409.34
195,376.35,411.45
196,378.28,413.56
197,380.21,415.67
198,382.14,417.78
199,384.07,419.89
200,384.07,419.89
201,384.07,419.89
202,384.07,419.89
203,384.07,419.89
204,384.07,419.89
205,385.4,419.89
206,387.28,419.89
207,389.16,419.89
208,391.04,419.89
209,392.92,420.09
210,394.8,422.1
211,396.68,424.11
212,398.56,426.12
213,400.44,428.13
214,402.32,430.14
215,404.2,432.15
216,406.08,434.16
217,407.96,436.17
218,409.84,438.18
219,411.72,440.19
220,413.6,442.2
221,415.48,444.21
222,417.36,446.22
223,419.24,448.23
224,421.12,450.24
225,423,452.25
226,424.88,454.26
227,426.76,456.27
228,428.64,458.28
229,430.52,460.29
230,432.4,462.3
231,434.28,464.31
232,436.16,466.32
233,438.04,468.33
234,439.92,470.34
235,441.8,472.35
236,443.68,474.36
237,445.56,476.37
238,447.44,478.38
239,449.32,480.39
240,451.2,482.4
241,453.08,484.41
242,454.96,486.42
243,456.84,488.43
244,458.72,490.44
245,460.6,492.45
246,462.48,494.46
247,464.36,496.47
248,466.24,498.48
249,468.12,500.49
250,470,502.5
251,471.88,504.51
252,473.76,506.52
253,475.64,508.53
254,477.52,510.54
255,479.4,512.55
256,481.28,514.56
257,483.16,516.57
258,485.04,518.58
259,486.92,520.59
260,488.8,522.6
261,490.68,524.61
262,492.56,526.62
263,494.44,528.63
264,496.32,530.64
265,498.2,532.65
